,Dem_age,Dem_gender,Country,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_Lon_1,Scale_Lon_2,Scale_Lon_3,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,PSS10_avg,Lon_avg,SPS_avg
10030,44,Female,United States,3,3,5,3,3,5,3,2,5,5,3,1,3,6,9,8,9,10,2,6,6,6,6,6,5,6,6,1,5,2,3.9,2.333333,5
10079,74,Female,United States,2,1,2,1,5,1,5,5,1,1,1,1,1,4,8,9,7,9,7,6,6,6,6,6,6,5,6,1,5,6,1.6,1,5.6
10101,38,Female,United States,1,2,3,4,3,3,4,4,1,1,1,1,3,1,7,5,5,7,3,5,6,5,5,5,5,5,6,2,2,4,2,1.666667,5.8
10145,33,Female,United States,5,5,5,3,2,5,1,2,5,5,1,3,2,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,1,2,3,4.6,2,4.6
10150,27,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10179,46,Female,United States,3,2,5,5,3,3,3,3,2,3,3,2,4,5,4,9,7,9,3,4,4,4,5,6,5,3,4,2,1,4,2.8,3,5.8
10207,20,Female,United States,4,2,4,3,3,2,3,3,4,3,2,2,4,7,9,9,10,8,8,6,6,6,6,5,5,5,5,3,3,4,3.1,2.666667,4.4
10219,63,Female,United States,2,2,3,4,3,3,3,4,3,2,2,2,3,7,9,9,9,9,8,4,4,5,5,5,6,6,5,3,4,3,2.5,2.333333,5.2
10235,62,Male,United States,2,1,2,4,4,1,4,4,2,1,1,3,1,0,5,8,6,8,0,4,4,4,5,5,5,5,5,2,4,4,1.7,1.666667,3.8
10259,55,Female,United States,3,3,3,3,3,3,3,3,3,3,2,3,3,2,7,7,7,7,2,3,5,4,5,5,5,5,5,2,3,4,3,2.666667,5
10299,72,Male,United States,1,1,2,5,5,1,5,1,1,1,1,1,1,0,1,9,0,7,0,5,5,5,5,5,5,5,6,1,4,6,1.5,1,5.7
10300,38,Male,United States,3,3,4,2,2,4,3,2,3,3,3,3,3,6,7,9,8,8,6,5,6,5,5,5,5,3,4,3,4,3,3.5,3,3.3
10398,70,Male,United States,2,2,4,5,4,1,4,5,2,2,1,1,5,0,6,8,2,8,1,6,6,6,6,6,6,6,5,6,5,4,1.9,2.333333,6
10473,21,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10484,34,Male,United States,1,1,2,5,4,1,5,3,1,1,2,1,2,3,6,6,6,9,8,2,5,2,2,4,5,5,5,1,3,2,1.4,1.666667,4.4
10503,73,Male,United States,1,3,1,1,2,1,5,5,1,1,3,1,1,8,8,8,8,8,4,6,6,6,5,5,6,5,5,2,3,3,1.9,1.666667,5
10520,40,Female,United States,1,4,4,3,3,2,3,4,3,2,1,1,4,5,9,8,9,8,4,2,2,4,5,5,6,6,5,1,3,2,2.7,2,NA
10526,72,Female,United States,3,3,3,5,5,2,3,2,4,2,3,3,3,6,8,6,7,7,5,4,6,6,6,6,5,6,6,3,4,5,2.6,3,6
10528,41,Female,United States,3,3,3,3,2,2,3,3,4,3,2,4,3,6,5,10,10,10,7,4,6,6,6,6,5,5,5,2,5,4,3.1,3,6
10549,19,Female,United States,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,NA,2,6,1,4,4,4,6,6,4,4,4,2,3,3,3.4,3.333333,5.4
10568,66,Female,United States,1,1,2,5,4,1,4,4,1,1,4,3,5,2,5,7,7,7,0,6,6,6,6,6,5,6,6,1,3,1,1.4,4,5
10644,75,Female,United States,2,3,3,5,4,3,4,2,3,1,4,2,3,8,10,10,9,10,10,4,4,4,4,4,6,6,6,1,3,2,2.4,3,5.6
10675,62,Female,United States,1,1,2,5,4,1,4,4,1,1,1,1,2,2,4,6,7,7,2,4,5,5,5,5,5,5,5,2,5,5,1.4,1.333333,6
10681,20,Female,United States,3,3,4,4,3,3,3,4,3,3,3,3,4,4,5,6,5,8,3,5,5,5,5,5,5,4,5,1,4,5,2.9,3.333333,4.3
10683,56,Female,United States,2,4,5,3,3,5,3,2,4,4,5,3,5,3,5,3,0,5,0,4,5,6,6,6,6,5,6,2,3,5,3.7,4.333333,3.7
10700,20,Female,United States,3,4,4,3,3,3,3,3,5,5,3,3,3,2,7,2,4,4,4,4,6,6,5,5,2,4,4,5,4,2,3.6,3,5.1
10710,57,Female,United States,4,1,5,1,1,5,1,1,5,5,3,4,4,2,2,4,1,5,0,3,5,4,6,6,4,5,5,2,4,3,4.5,3.666667,3.5
10715,71,Male,United States,2,5,3,5,5,1,4,4,3,1,1,1,2,5,9,9,8,9,5,6,6,6,6,6,6,6,6,2,5,6,2.1,1.333333,5.8
10737,35,Female,United States,3,3,4,4,3,2,2,3,3,4,1,3,3,3,2,6,4,8,2,5,6,5,6,5,6,3,6,1,4,6,3.1,2.333333,5.5
10743,31,Female,United States,5,3,5,4,3,4,3,3,3,2,5,2,4,0,1,1,1,9,0,5,5,5,6,6,6,5,5,1,4,4,3.3,3.666667,6
10757,60,Female,United States,1,2,3,4,4,2,4,4,2,2,1,3,1,6,8,6,10,6,8,6,6,6,6,6,6,5,6,2,2,2,2,1.666667,5
10759,77,Female,United States,NA,3,3,5,3,3,4,3,2,2,2,3,3,2,5,5,NA,5,4,3,4,4,6,6,4,5,4,4,5,4,2.444444,2.666667,5.6
10760,66,Male,United States,3,3,3,5,4,2,3,3,3,2,2,3,4,3,4,6,5,8,2,4,6,5,6,6,5,4,5,5,4,2,2.5,3,6
10778,25,Female,United States,4,5,4,3,1,4,3,2,5,3,1,2,3,2,3,2,2,7,2,6,5,6,5,4,5,4,4,1,2,3,4,2,5.5
10786,56,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10860,58,Female,United States,2,4,3,4,3,2,4,3,2,2,2,2,3,6,8,8,9,9,5,6,6,6,6,6,5,5,3,2,4,3,2.5,2.333333,NA
10862,68,Male,United States,2,2,3,4,4,2,3,3,1,2,1,2,1,6,6,6,8,3,5,5,4,4,6,6,5,4,4,2,4,2,2.2,1.333333,5.4
10868,50,Female,United States,2,1,3,5,4,2,4,4,1,1,1,1,4,7,10,10,7,6,5,5,6,5,5,5,6,6,6,1,5,3,1.7,2,NA
10881,85,Female,United States,2,2,2,5,4,1,5,5,3,1,1,1,2,5,7,9,7,7,4,6,5,5,5,5,6,6,6,1,5,3,1.6,1.333333,6
10894,58,Female,United States,3,3,3,4,3,1,4,3,3,2,1,3,4,4,7,8,5,6,1,5,6,5,5,5,6,6,5,3,4,2,2.5,2.666667,5.5
10916,49,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11021,60,Female,United States,2,3,3,4,3,3,3,3,3,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.666667,NA
11034,30,Female,United States,3,2,3,5,4,1,4,4,2,1,1,1,1,1,2,3,5,0,5,4,4,4,6,5,6,6,6,2,3,4,1.9,1,5.9
11074,55,Female,United States,4,3,5,3,2,4,3,3,4,4,3,3,3,2,10,10,5,5,3,5,6,5,5,5,5,5,6,3,3,5,3.7,3,5.9
11179,18,Male,United States,4,3,4,3,3,5,4,3,5,3,4,3,5,5,6,5,7,8,4,2,4,4,5,6,4,3,3,6,1,2,3.5,4,4.6
11449,49,Female,United States,2,4,4,3,3,3,3,3,3,4,1,3,3,5,8,8,7,9,3,6,5,5,5,5,5,5,5,2,4,2,3.2,2.333333,NA
11517,60,Male,United States,1,5,3,5,4,2,3,4,1,2,1,2,3,7,10,8,9,6,8,6,6,6,6,6,6,6,6,3,4,2,2.2,2,5.5
11545,57,Female,United States,3,2,4,5,5,2,4,4,3,2,2,2,4,2,2,4,1,2,1,3,4,3,3,2,5,4,4,4,3,2,2.2,2.666667,4.9
11549,35,Female,United States,4,3,4,3,2,3,3,2,3,3,1,1,1,6,6,7,7,8,7,5,5,5,5,5,5,5,5,2,5,5,3.4,1,5
11576,39,Female,United States,3,1,4,4,3,2,3,4,3,1,3,1,3,4,8,5,8,8,2,6,5,5,5,5,4,5,5,2,3,4,2.4,2.333333,5
11578,52,Female,United States,2,2,3,4,5,1,4,4,3,1,1,1,1,6,9,9,7,5,6,5,6,5,6,6,6,6,6,3,3,2,1.9,1,5
11588,37,Female,United States,3,2,4,3,2,2,3,3,3,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1.666667,NA
11592,58,Female,United States,3,3,4,4,4,3,4,3,4,3,3,4,4,3,5,4,3,4,5,6,6,6,6,6,5,6,6,5,2,2,2.9,3.666667,NA
11598,20,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11599,28,Female,United States,4,3,4,5,3,2,3,3,3,1,1,2,1,6,5,8,8,8,8,5,6,5,5,5,5,5,5,2,1,2,2.7,1.333333,5.6
11607,53,Female,United States,4,4,4,3,2,3,3,3,4,3,3,2,4,5,6,6,4,8,5,5,5,5,5,5,6,6,6,2,1,2,3.5,3,4.6
11611,28,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11619,23,Female,United States,4,4,5,2,1,4,2,2,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,4,NA
11642,61,Male,United States,2,2,3,4,3,2,4,4,3,2,2,3,3,6,7,9,7,10,0,6,6,6,6,6,6,6,6,1,6,5,2.3,2.666667,5.8
11649,20,Female,United States,4,3,5,3,3,3,3,1,2,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,NA
11662,21,Female,United States,3,4,4,3,3,4,3,3,4,4,4,4,4,2,5,3,1,6,2,6,6,6,6,6,6,5,4,4,4,2,3.5,4,4.7
11666,46,Female,United States,3,2,4,3,3,3,4,3,3,3,3,3,4,8,8,8,8,8,9,4,6,4,3,3,5,5,4,2,3,4,2.9,3.333333,5.9
11672,77,Female,United States,3,2,2,5,5,2,4,4,2,1,2,2,2,3,7,8,9,6,4,6,6,6,6,6,6,6,6,1,6,2,1.8,2,5.8
11677,19,Female,United States,3,3,3,4,3,2,2,4,4,2,3,2,3,7,8,7,7,8,5,5,5,5,6,6,6,6,6,6,4,3,2.8,2.666667,5.6
11714,52,Female,United States,3,3,4,4,3,3,3,3,2,3,3,4,4,3,3,6,4,5,2,5,5,5,5,5,5,5,5,5,5,2,2.9,3.666667,NA
11718,47,Female,United States,2,2,4,5,3,2,3,4,4,3,4,3,4,6,8,8,7,7,5,5,5,5,5,5,6,5,5,2,3,3,2.6,3.666667,4.8
11720,40,Female,United States,3,2,3,4,3,2,3,4,4,1,4,4,3,8,9,8,8,8,7,6,6,6,5,5,5,5,5,2,3,4,2.5,3.666667,6
11728,48,Female,United States,1,2,3,5,4,3,4,3,1,1,2,1,2,7,9,8,9,8,3,5,6,5,6,6,6,6,6,1,5,5,1.9,1.666667,5.8
11730,40,Female,United States,2,2,3,4,5,2,3,5,3,2,2,2,4,5,9,9,9,9,8,6,6,6,6,5,6,6,6,6,3,2,2.1,2.666667,NA
11731,58,Female,United States,3,3,3,3,3,2,3,3,3,2,4,3,3,5,5,5,5,8,2,6,5,4,5,5,5,5,4,4,2,2,2.8,3.333333,4.7
11732,42,Female,United States,4,4,4,3,2,4,3,1,4,3,5,5,5,4,5,5,6,7,4,5,6,5,6,6,5,6,6,4,2,3,3.8,5,NA
11760,51,Female,United States,1,1,1,5,5,1,5,5,1,1,1,1,1,7,9,7,9,8,9,2,4,2,2,2,5,4,4,3,4,1,1,1,5
11768,46,Female,United States,3,3,3,4,3,1,4,4,3,1,1,2,3,6,7,6,8,6,6,5,6,6,6,5,5,6,6,4,6,5,2.3,2,5.9
11773,26,Female,United States,3,NA,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA
11790,20,Female,United States,4,3,4,3,2,4,3,3,4,3,4,3,5,6,8,5,5,4,7,4,5,4,6,5,5,4,4,4,3,2,3.5,4,5.3
11805,38,Female,United States,3,4,4,4,4,2,3,4,3,2,1,1,4,NA,7,5,7,10,NA,6,6,6,6,5,6,6,6,5,2,6,2.7,2,6
11861,19,Female,United States,4,5,3,4,1,1,4,4,5,3,1,2,5,3,9,9,9,9,6,6,6,6,6,6,4,4,4,5,4,2,3.2,2.666667,5
11880,62,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11881,50,Female,United States,4,3,5,3,2,4,3,2,5,3,5,2,5,3,5,7,7,7,6,6,6,6,6,6,6,5,5,5,4,2,3.8,4,6
11976,58,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12031,20,Male,United States,2,3,4,5,3,2,4,5,3,2,4,4,4,7,9,9,10,10,10,2,3,3,5,5,5,5,5,3,4,2,2.3,4,NA
12032,48,Female,United States,2,3,2,5,5,2,4,4,2,1,3,3,4,7,9,9,9,6,9,2,3,3,2,2,6,6,5,1,4,1,1.8,3.333333,5.5
12035,54,Female,United States,4,5,3,4,4,3,3,4,4,2,2,2,3,8,9,8,9,7,9,6,6,6,6,6,6,6,6,5,4,4,3,2.333333,5.8
12161,66,Female,United States,2,3,3,5,3,1,4,5,3,1,2,3,3,1,3,3,7,1,4,6,6,NA,5,5,5,6,5,1,1,2,2,2.666667,4.9
12187,20,Female,United States,3,3,4,4,3,2,4,4,5,2,4,1,3,4,8,5,4,6,2,3,4,4,5,5,5,4,4,2,2,1,2.8,2.666667,6
12194,19,Other/would rather not say,United States,4,4,5,2,2,4,3,2,2,3,4,3,5,4,3,4,5,6,4,4,5,5,6,6,5,3,2,3,3,3,3.7,4,3.3
12195,68,Female,United States,1,2,3,5,4,1,5,5,1,1,1,1,3,5,NA,NA,NA,5,NA,5,5,5,5,5,6,6,6,2,4,1,1.4,1.666667,6
12201,21,Female,United States,3,4,4,4,3,2,3,3,3,2,1,1,4,3,7,5,7,10,0,5,4,4,6,6,3,4,6,1,2,5,2.9,2,6
12217,48,Female,United States,3,3,4,5,4,1,4,5,2,2,1,1,1,2,5,5,9,10,1,5,1,1,6,6,NA,NA,NA,NA,3,NA,2.1,1,NA
12316,57,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12319,59,Male,United States,2,3,2,5,4,2,5,4,3,1,3,1,3,4,9,7,10,9,6,6,6,5,6,5,5,6,5,4,3,4,1.9,2.333333,5.7
12321,27,Female,United States,2,3,5,3,1,5,5,1,1,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4.666667,NA
12388,72,Female,United States,1,2,2,5,4,2,5,3,3,2,1,1,3,2,7,5,8,8,5,6,6,6,6,6,5,6,6,1,4,5,1.9,1.666667,NA
12410,66,Female,United States,1,1,2,5,4,1,5,4,1,1,2,2,2,7,8,6,5,8,5,4,5,5,5,5,5,5,5,NA,5,3,1.3,2,5
12529,72,Female,United States,2,2,3,4,4,2,4,4,2,2,3,2,2,6,7,7,8,7,5,5,5,5,5,5,6,5,5,2,5,2,2.1,2.333333,5.1
12537,20,Female,United States,3,2,3,4,1,3,4,4,3,2,4,2,4,2,3,3,2,7,1,4,5,4,6,5,6,6,5,1,3,2,2.7,3.333333,5.8
12695,35,Female,United States,3,3,4,3,4,2,3,4,2,2,2,3,4,5,5,7,7,9,3,5,5,5,5,5,4,4,4,3,4,4,2.6,3,6
12706,34,Female,United States,3,3,3,3,2,3,4,2,3,3,3,2,4,0,1,5,5,9,4,1,1,1,1,3,6,4,4,2,4,4,3.1,3,4.8
12720,41,Other/would rather not say,United States,3,3,3,4,3,2,4,4,3,2,2,2,3,1,2,5,1,7,0,6,6,6,6,6,6,5,5,1,3,4,2.5,2.333333,4.6
12727,47,Female,United States,2,3,2,3,3,3,4,4,2,3,4,2,2,3,5,7,9,5,6,4,4,4,5,4,3,5,5,3,2,3,2.5,2.666667,4.8
13850,33,Female,United States,2,2,4,3,3,2,2,3,2,2,5,4,4,3,7,7,7,8,1,5,5,5,5,5,6,6,6,5,5,1,2.7,4.333333,NA
13852,52,Female,United States,3,3,3,4,3,2,4,3,3,1,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.666667,NA
13988,54,Female,United States,3,3,4,4,2,2,4,2,1,1,1,3,1,3,4,4,NA,NA,3,5,6,5,5,5,5,6,6,2,2,4,2.6,1.666667,4.2
14028,68,Male,United States,3,2,3,4,4,1,5,4,1,1,1,1,3,3,8,8,8,2,9,5,5,5,5,5,5,5,5,2,2,2,1.8,1.666667,5.1
14107,24,Female,United States,4,3,4,3,3,3,4,3,4,3,4,4,4,2,9,8,8,8,9,2,4,4,5,4,5,5,5,2,5,2,3.2,4,5.2
14368,55,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14369,37,Female,United States,4,5,4,3,2,4,1,3,4,4,3,3,4,3,5,5,5,5,3,2,2,2,3,3,6,6,5,5,3,4,4,3.333333,5.1
14396,62,Female,United States,4,4,4,3,2,4,3,2,2,4,3,3,5,7,8,8,7,7,9,6,6,6,6,6,5,5,5,4,3,4,3.6,3.666667,5.2
14439,51,Male,United States,2,2,3,5,2,2,4,4,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.333333,NA
14506,52,Female,United States,3,2,3,4,3,3,4,4,2,2,3,3,3,3,3,5,5,6,3,5,6,5,6,6,6,5,6,3,5,2,2.4,3,4.9
14547,25,Female,United States,4,4,4,3,2,3,3,2,4,4,4,4,4,5,8,8,6,5,6,6,6,6,5,5,5,6,5,4,4,5,3.7,4,NA
14581,40,Female,United States,1,3,3,3,3,3,2,2,5,2,3,3,4,2,3,6,2,6,1,4,5,5,6,5,5,5,4,5,2,3,3.1,3.333333,5.1
14615,48,Male,United States,3,3,3,3,2,4,3,3,3,4,1,2,5,0,4,5,3,7,0,6,6,5,6,6,4,4,4,2,4,2,3.3,2.666667,3.8
14648,40,Female,United States,3,3,4,3,3,3,3,2,4,3,2,3,4,0,1,1,1,5,0,5,6,5,5,5,5,4,4,4,3,2,3.3,3,4.5
14822,50,Female,United States,3,2,2,5,4,3,5,3,1,1,1,1,2,5,7,7,7,5,5,5,6,6,5,6,6,6,6,1,2,2,1.9,1.333333,5.8
15449,47,Female,United States,2,4,4,3,3,2,3,3,2,2,1,2,2,1,5,5,3,9,1,5,5,6,6,6,6,6,6,5,2,2,2.8,1.666667,6
15600,45,Female,United States,2,2,4,4,3,2,3,4,3,2,4,3,3,7,6,5,6,1,7,5,6,4,5,5,4,6,6,2,6,4,2.5,3.333333,1.888889
15774,18,Female,United States,1,3,5,3,1,4,4,1,4,3,3,4,5,0,0,5,5,8,0,4,4,4,3,4,3,4,4,4,3,1,3.5,4,NA
15987,61,Female,United States,2,4,3,5,2,1,2,4,1,2,2,2,2,NA,1,3,1,1,0,6,6,6,6,6,5,3,5,2,1,4,2.4,2,4.7
16212,38,Female,United States,4,3,5,4,3,4,4,3,4,2,4,4,4,0,0,NA,NA,6,0,3,5,5,4,3,5,5,5,3,1,3,3.2,4,NA
16232,40,Male,United States,1,1,3,5,3,1,3,4,1,1,1,1,3,3,3,3,3,2,5,1,5,5,4,1,6,6,6,1,2,2,1.7,1.666667,NA
16403,33,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16477,36,Male,United States,1,2,1,1,2,1,2,4,2,1,5,1,1,0,1,7,3,1,1,1,1,4,3,3,5,5,4,3,4,3,2.3,2.333333,5.6
16622,47,Female,United States,4,2,4,3,3,3,3,2,3,3,2,3,2,4,5,5,3,8,1,4,5,5,6,6,6,5,6,2,4,5,3.2,2.333333,4.8
16763,32,Female,United States,4,3,3,4,3,4,4,4,2,3,4,2,4,8,10,9,10,8,8,6,6,5,5,6,6,6,6,4,5,5,2.8,3.333333,5.1
16811,42,Male,United States,NA,1,NA,1,4,1,5,5,1,1,1,NA,NA,1,10,5,1,4,1,4,4,4,6,6,5,5,4,4,3,5,1.625,1,4.9
17021,28,Male,United States,1,3,3,3,3,3,3,2,3,3,4,1,3,5,5,6,2,4,1,5,6,3,6,6,6,6,6,2,4,1,2.9,2.666667,5.4
17147,60,Female,United States,2,2,3,4,3,2,3,3,2,1,2,2,2,3,5,7,7,5,1,5,5,5,5,5,3,4,5,2,4,2,2.3,2,4.4
17430,37,Female,United States,5,3,5,3,2,4,3,3,4,4,4,2,4,NA,1,4,1,6,NA,5,6,6,5,5,4,6,6,4,4,1,3.8,3.333333,5.9
17511,43,Female,United States,1,1,2,4,5,2,5,4,1,2,2,2,3,5,5,6,2,8,1,5,5,5,6,6,6,6,6,4,5,6,1.5,2.333333,5.7
17561,36,Male,United States,2,3,2,3,3,3,2,2,2,2,4,3,3,2,1,1,0,0,0,5,5,5,5,6,4,5,4,2,3,3,2.8,3.333333,2.7
17740,39,Female,United States,2,3,4,4,3,2,3,3,3,1,2,3,3,4,3,8,7,6,1,5,5,5,6,6,6,6,6,4,4,4,2.6,2.666667,4.9
17872,38,Male,United States,2,2,2,4,3,2,4,4,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.666667,NA
18413,51,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19049,24,Female,United States,3,3,3,4,3,3,3,2,1,3,2,3,3,1,1,1,3,4,1,4,6,6,6,6,6,6,6,1,2,5,2.8,2.666667,5.7
19284,50,Female,United States,3,2,4,5,4,1,4,4,3,2,1,2,3,9,9,10,10,7,10,6,6,5,6,5,5,6,5,5,3,5,2.2,2,4.6
19585,37,Female,United States,4,5,5,3,2,4,3,3,5,5,3,4,5,0,1,0,0,5,0,6,6,6,6,6,6,4,6,1,1,3,4.1,4,3.8
19866,57,Female,United States,1,1,1,5,5,1,5,5,1,1,1,1,1,8,10,5,7,0,9,1,1,1,1,1,6,6,6,1,4,3,1,1,6
19934,29,Male,United States,2,1,2,5,4,2,5,5,3,1,1,2,3,2,5,5,3,1,0,5,5,5,5,5,6,5,5,1,2,6,1.6,2,5.7
20028,49,Male,United States,4,4,4,3,3,4,4,3,3,4,5,3,4,3,3,6,5,5,3,5,5,5,5,5,4,5,5,3,4,3,3.4,4,4.9
20170,23,Female,United States,5,5,5,1,1,5,1,1,5,5,3,5,5,NA,0,NA,5,10,NA,5,6,5,5,5,6,6,6,3,4,3,5,4.333333,3.8
20260,31,Female,United States,3,2,3,5,3,4,5,5,1,3,1,1,1,3,5,6,6,9,4,4,4,4,6,6,6,5,5,2,5,1,2.2,1,5.5
20289,79,Female,United States,3,4,3,5,3,3,5,4,2,3,3,2,5,5,9,9,9,9,2,5,5,5,5,6,6,5,6,2,5,4,2.5,3.333333,5.6
20342,26,Female,United States,2,3,4,3,2,3,3,3,3,3,3,3,3,5,5,5,7,7,5,4,5,4,5,5,6,6,6,2,3,4,3.1,3,4.6
20389,37,Female,United States,3,4,4,3,2,3,3,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.333333,NA
20392,52,Female,United States,3,2,3,5,4,5,4,3,2,2,3,2,3,3,8,5,8,5,6,6,6,6,6,6,6,6,5,2,4,3,2.5,2.666667,4.6
20495,37,Female,United States,3,4,5,3,3,2,3,2,4,3,4,2,4,2,6,6,6,6,4,5,5,5,6,6,5,5,5,5,4,5,3.4,3.333333,4.6
20780,33,Female,United States,4,3,4,4,3,3,4,3,4,2,5,2,5,3,7,5,5,8,3,5,6,5,5,5,5,5,5,4,4,2,3,4,5.4
21943,20,Female,United States,3,4,2,4,4,2,4,4,3,2,3,1,5,6,8,3,5,5,9,2,6,5,6,5,6,6,6,3,2,2,2.4,3,5.6
22124,56,Female,United States,5,2,3,5,4,2,5,4,2,2,4,4,5,2,9,5,2,2,5,4,4,4,6,6,6,6,6,1,2,5,2.2,4.333333,4.3
22137,38,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22145,43,Female,United States,2,4,3,4,2,3,2,4,3,1,1,1,3,2,4,3,2,6,2,4,6,5,6,5,5,6,5,2,4,5,2.8,1.666667,5.5
22174,73,Female,United States,1,3,1,5,4,3,4,3,2,1,1,2,2,7,9,9,9,1,10,3,3,3,4,6,6,6,5,5,5,1,1.9,1.666667,5.6
22178,50,Female,United States,2,NA,3,3,NA,3,3,4,2,3,5,3,4,0,7,NA,NA,NA,NA,4,4,4,6,6,4,4,5,3,3,3,2.625,4,4.125
22193,36,Male,United States,3,2,3,5,3,3,4,4,2,1,1,1,3,2,4,NA,5,8,0,1,4,2,4,5,6,5,6,1,1,5,2.2,1.666667,5.8
22194,42,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22228,66,Male,United States,2,2,2,4,4,2,4,4,2,2,3,2,3,4,7,8,8,9,2,4,4,4,5,5,5,3,4,NA,3,4,2,2.666667,3.6
22237,50,Female,United States,3,2,3,4,4,1,4,4,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.333333,NA
