,Dem_age,Dem_gender,Country,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_Lon_1,Scale_Lon_2,Scale_Lon_3,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,PSS10_avg,Lon_avg,SPS_avg
103726,63,Female,United States,2,2,2,4,4,3,2,2,2,2,2,2,2,7,8,8,8,5,6,4,4,4,5,5,5,5,5,2,3,3,2.5,2,4.2
103729,57,Female,United States,2,2,2,5,4,1,4,4,2,1,1,1,1,3,5,8,8,NA,5,2,2,2,5,6,4,6,6,1,4,6,1.7,1,4.9
103730,26,Female,United States,3,4,5,3,3,4,4,2,3,4,2,1,4,0,3,7,0,8,NA,3,6,5,5,5,5,6,5,2,3,4,3.5,2.333333,5.6
103731,58,Female,United States,3,3,3,4,3,3,3,3,3,2,3,3,1,8,8,8,8,7,8,4,5,4,4,5,5,5,5,4,5,5,2.8,2.333333,6
103738,41,Female,United States,4,3,3,3,3,3,3,2,3,3,2,2,2,5,6,6,2,0,5,5,3,3,6,5,2,5,5,3,5,5,3.2,2,3.9
103740,26,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103747,49,Female,United States,3,3,3,4,3,1,4,3,2,2,2,1,3,7,7,7,8,9,6,5,5,5,6,5,5,5,5,2,4,4,2.4,2,5.5
103750,26,Male,United States,5,2,5,3,1,3,3,2,4,4,1,1,1,8,8,8,8,0,8,4,3,2,4,4,4,6,6,1,4,6,3.8,1,4
103755,38,Female,United States,4,4,5,2,1,3,3,1,4,3,2,2,4,3,2,3,2,2,2,5,5,5,5,4,5,5,5,2,2,4,4,2.666667,3.5
103756,26,Male,United States,4,3,4,4,3,3,3,4,5,3,3,3,5,3,3,7,3,9,3,4,6,4,6,6,5,5,6,5,3,4,3.2,3.666667,5.9
103767,49,Male,United States,2,2,3,4,4,3,3,3,3,2,3,3,2,7,2,7,3,0,5,4,6,6,6,6,5,5,5,2,5,5,2.5,2.666667,4.9
103768,26,Female,United States,3,2,2,4,4,2,4,5,2,3,1,3,2,7,6,7,7,6,9,4,5,5,4,4,5,5,5,3,5,5,2.1,2,4
103769,62,Other/would rather not say,United States,2,2,3,4,4,2,3,3,1,1,1,1,1,3,7,5,7,0,4,6,3,3,6,6,3,5,5,1,3,4,2.1,1,5.5
103780,35,Female,United States,2,3,3,3,2,3,4,3,3,3,1,2,5,5,5,5,5,NA,4,4,4,5,5,6,4,5,6,2,4,6,2.9,2.666667,5
103783,32,Female,United States,4,3,4,3,3,4,3,2,2,2,2,3,3,5,7,6,5,6,4,6,6,6,6,4,5,6,6,5,4,6,3.2,2.666667,4.9
103792,46,Female,United States,4,2,4,5,3,2,4,4,5,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.333333,NA
103794,57,Female,United States,1,1,1,5,5,1,5,5,1,1,1,1,1,2,1,2,9,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
103804,32,Female,United States,4,3,5,4,3,3,4,3,2,3,2,2,3,5,7,6,8,0,2,4,6,4,6,6,6,6,6,1,3,5,3,2.333333,5.888889
103830,41,Female,United States,3,4,3,4,3,2,3,4,3,3,1,1,3,9,8,9,8,10,6,3,5,6,6,6,1,6,6,4,2,6,2.8,1.666667,4.3
103831,62,Female,United States,3,2,1,4,4,1,4,4,1,1,2,2,3,5,8,7,8,8,5,6,6,6,6,6,5,6,6,1,5,5,1.7,2.333333,5.2
103841,35,Female,United States,3,4,3,3,4,2,3,3,3,3,3,3,3,0,2,6,0,8,0,5,6,5,6,6,NA,6,6,1,3,2,2.9,3,5.6
103858,32,Male,United States,2,1,1,3,3,1,4,3,1,2,2,1,2,6,6,7,7,1,7,4,4,4,5,5,5,5,5,2,5,5,1.9,1.666667,3.8
103865,41,Female,United States,2,2,3,3,3,2,3,3,2,2,3,4,3,6,9,7,9,10,7,5,6,5,5,4,6,5,6,2,4,4,2.5,3.333333,5.2
103868,46,Female,United States,1,3,1,5,3,1,5,5,1,2,1,1,1,5,8,8,4,6,3,5,5,5,2,3,5,5,6,2,5,5,1.5,1,5
103876,29,Female,United States,3,2,4,4,4,3,4,4,3,2,2,3,2,4,5,5,7,6,5,5,5,5,5,5,5,5,5,6,1,4,2.5,2.333333,4.6
103892,25,Female,United States,4,2,2,4,3,2,4,3,4,2,2,2,1,8,5,8,3,1,5,4,4,5,6,6,6,6,6,5,2,5,2.6,1.666667,5.6
103903,38,Female,United States,3,3,4,3,3,4,4,2,3,3,4,2,3,4,8,8,8,8,4,5,5,5,5,5,5,5,5,2,2,2,3.2,3,4.3
103905,40,Male,United States,4,3,3,3,3,4,4,2,4,4,1,3,4,6,5,7,8,5,9,4,5,5,5,5,5,6,6,4,4,4,3.4,2.666667,4.3
103914,39,Male,United States,5,3,4,3,2,4,3,2,3,3,4,3,4,3,6,6,8,8,2,4,4,4,5,5,5,5,4,2,3,3,3.6,3.666667,5
103915,33,Female,United States,3,1,4,4,4,2,1,4,1,3,2,2,1,7,5,4,4,NA,9,5,4,2,4,2,4,6,6,4,5,6,2.5,1.666667,3
103930,51,Female,United States,2,2,2,5,4,1,5,4,2,1,2,2,2,7,8,4,8,3,7,5,6,5,5,4,5,4,4,2,4,3,1.6,2,4.6
103944,29,Female,United States,4,4,5,3,3,2,4,3,3,2,1,1,1,5,6,7,8,7,5,6,6,6,6,6,6,6,6,1,4,2,3.1,1,6
103956,53,Female,United States,2,2,3,5,5,2,4,5,2,1,3,2,3,5,6,7,5,9,4,5,5,4,6,6,6,6,6,2,2,4,1.7,2.666667,6
103964,33,Female,United States,1,1,2,5,5,1,5,5,1,1,1,1,1,1,8,6,6,7,5,3,3,3,4,4,6,5,4,1,3,4,1.1,1,6
103967,29,Female,United States,2,2,3,4,4,1,5,4,1,1,2,1,3,7,7,7,7,3,6,4,4,4,5,5,5,6,6,4,5,5,1.7,2,5.5
103980,46,Female,United States,3,3,3,4,3,3,4,3,3,2,3,3,3,3,5,8,1,4,3,3,4,3,6,6,6,5,4,3,2,3,2.7,3,4.9
103984,38,Male,United States,2,1,4,4,2,2,5,3,4,2,1,1,1,1,1,9,3,9,0,4,6,5,5,5,2,4,5,1,2,4,2.5,1,5.6
103988,26,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103992,29,Male,United States,4,2,3,4,4,2,5,4,2,2,3,2,2,7,4,8,4,NA,2,5,6,6,4,2,4,6,6,2,1,5,2.2,2.333333,2.1
103997,25,Female,United States,2,5,5,2,2,4,3,1,3,4,4,3,5,0,NA,0,NA,5,NA,3,6,5,5,5,4,2,2,4,1,2,3.9,4,5
103998,28,Female,United States,3,3,5,4,3,1,3,2,1,3,4,4,2,3,3,3,2,0,2,3,5,6,6,6,2,6,5,4,2,5,2.8,3.333333,4.7
103999,36,Male,United States,4,5,5,3,3,5,2,2,5,5,3,3,4,0,0,0,0,3,0,4,5,5,5,5,5,5,5,4,1,1,4.3,3.333333,4
104002,59,Female,United States,4,5,4,3,5,3,3,4,4,2,5,3,3,0,0,0,0,0,0,4,6,6,5,5,6,5,5,4,4,1,3.1,3.666667,6
104034,49,Female,United States,3,3,2,4,3,2,5,5,2,2,2,1,3,2,2,2,2,0,1,5,5,5,5,5,5,5,5,2,3,5,2.1,2,5
104036,32,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104040,43,Female,United States,2,2,3,5,5,2,5,2,2,2,2,2,2,7,7,NA,NA,NA,NA,6,6,NA,6,6,6,6,6,6,4,5,2,2,NA
104041,45,Female,United States,5,3,4,4,3,3,3,4,4,4,3,2,4,3,6,3,5,6,2,5,5,5,5,5,5,5,5,2,2,5,3.3,3,4.4
104053,58,Female,United States,3,2,3,5,4,2,4,5,3,2,3,2,3,1,1,3,1,3,0,6,6,6,6,6,6,6,6,1,4,3,2.1,2.666667,5.1
104055,38,Female,United States,3,2,2,3,3,2,3,3,3,1,3,2,3,0,1,2,2,8,0,5,5,6,6,6,5,5,5,2,2,3,2.5,2.666667,5
104057,51,Female,United States,3,3,3,4,4,3,4,3,3,2,4,3,3,4,2,5,2,4,1,5,6,6,5,6,5,5,5,2,3,2,2.6,3.333333,5.9
104060,25,Female,United States,4,4,4,3,2,3,3,3,3,4,4,2,4,2,1,3,1,0,5,4,2,4,6,5,3,5,4,4,3,3,3.5,3.333333,4.1
104061,54,Female,United States,2,1,3,5,4,1,5,5,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.666667,NA
104071,44,Female,United States,1,5,3,4,2,1,4,4,3,1,1,1,4,9,9,9,9,9,9,4,4,4,6,6,5,5,5,4,6,1,2.4,2,6
104084,70,Male,United States,2,2,2,4,2,3,4,3,3,2,3,2,3,3,6,5,4,4,3,2,5,5,5,5,6,2,5,2,2,5,2.5,2.666667,3.4
104086,32,Female,United States,5,4,5,3,2,5,2,1,5,4,2,3,4,1,8,8,10,6,0,6,6,6,6,6,5,6,6,3,1,5,4.4,3,4.2
104111,26,Female,United States,3,3,3,3,2,5,5,3,5,5,3,2,5,5,3,3,1,8,2,6,3,2,4,4,3,5,5,4,1,2,3.5,3.333333,3.9
104114,22,Female,United States,2,3,4,4,4,3,3,4,2,4,3,3,3,6,6,6,5,9,6,5,5,5,6,6,4,5,5,2,4,4,2.7,3,4.9
104134,50,Female,United States,1,3,4,4,3,3,4,3,2,3,3,1,3,3,4,6,4,3,4,4,6,4,4,3,5,3,4,3,2,3,2.6,2.333333,4.1
104143,52,Male,United States,3,4,4,3,2,3,3,3,3,4,4,2,5,4,9,7,8,3,8,5,5,5,5,5,6,5,5,2,2,4,3.4,3.666667,4.7
104150,40,Female,United States,4,3,4,4,3,3,2,4,2,3,1,1,1,0,4,5,8,8,1,4,5,4,5,4,5,5,4,4,2,5,3,1,4.9
104152,33,Female,United States,4,4,4,1,1,5,3,1,2,4,1,2,2,2,3,2,5,0,7,2,3,3,5,6,3,5,5,1,2,4,4.1,1.666667,5.1
104171,61,Female,United States,3,1,3,5,5,2,4,4,4,2,1,1,1,1,2,2,5,8,0,5,6,5,5,5,6,5,6,1,3,2,2.1,1,5.4
104172,50,Female,United States,2,1,3,1,3,1,4,5,2,1,1,1,4,5,8,4,8,8,3,4,3,4,4,3,5,4,5,3,5,5,2.1,2,4.8
104180,38,Male,United States,3,3,2,4,4,3,3,3,3,2,2,2,2,8,8,8,8,8,8,4,4,4,4,4,4,3,5,4,4,3,2.6,2,3.1
104211,64,Female,United States,2,3,2,1,3,3,3,4,3,2,3,3,3,6,6,6,7,8,NA,5,5,5,5,4,5,5,5,3,3,4,2.8,3,5.7
104216,70,Male,United States,3,2,2,4,3,3,1,4,3,2,2,1,2,5,5,5,5,5,4,6,6,5,6,5,5,4,5,2,6,5,2.7,1.666667,NA
104225,44,Female,United States,1,4,4,3,4,3,4,3,5,3,3,4,5,2,7,5,5,8,2,6,6,6,6,6,6,6,6,6,5,5,3,4,5.3
104261,38,Female,United States,3,2,4,4,4,2,4,4,3,2,1,2,2,5,7,8,5,10,1,5,5,5,5,5,5,4,4,2,4,2,2.4,1.666667,5.3
104266,38,Female,United States,2,3,3,3,3,2,4,2,2,2,2,2,3,2,3,5,8,6,3,1,6,4,6,5,6,5,6,4,4,4,2.6,2.333333,5.9
104288,25,Female,United States,4,4,4,3,3,3,3,2,3,3,3,3,3,5,7,8,7,0,5,1,5,4,5,4,5,5,6,2,3,3,3.4,3,5.1
104291,25,Male,United States,1,1,4,5,4,4,1,2,1,1,3,4,4,1,4,1,6,0,5,4,5,4,6,6,6,4,5,1,1,2,2.4,3.666667,3.6
104297,48,Female,United States,3,2,4,4,3,2,4,4,4,2,2,2,3,1,1,1,2,2,2,5,5,5,4,4,2,4,4,4,2,3,2.6,2.333333,4.9
104303,44,Male,United States,2,2,1,5,4,1,4,5,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.666667,NA
104359,35,Female,United States,3,5,4,5,3,3,4,2,4,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.333333,NA
104385,53,Female,United States,2,2,2,4,3,2,4,4,2,1,2,3,3,1,5,5,6,10,1,6,6,6,6,6,5,1,1,1,3,2,2,2.666667,5.9
104411,24,Male,United States,5,4,4,2,1,3,1,1,4,2,4,2,2,7,4,1,0,0,4,5,4,4,6,6,4,5,5,2,3,4,4.1,2.666667,3.6
104425,48,Female,United States,2,2,4,4,4,2,4,4,2,2,2,2,2,5,7,7,7,7,6,5,5,5,5,5,4,4,5,2,5,5,2.2,2,5
104428,55,Female,United States,4,3,4,4,4,2,3,4,4,2,1,1,2,5,7,8,6,8,4,5,5,5,6,6,6,6,6,1,5,4,2.8,1.333333,5.9
104429,43,Female,United States,2,3,3,1,3,2,2,1,2,2,3,1,2,9,9,7,9,8,8,4,4,5,4,4,4,4,3,4,4,5,3.1,2,NA
104442,76,Male,United States,2,2,2,5,4,1,5,4,2,1,1,2,2,6,7,8,9,9,7,6,6,6,6,6,5,5,4,2,5,2,1.6,1.666667,6
104447,31,Male,United States,2,2,3,3,3,2,3,3,2,2,2,2,4,5,8,9,9,7,4,1,1,1,1,1,5,4,2,2,2,2,2.5,2.666667,5.5
104448,40,Female,United States,3,3,3,5,2,2,5,3,3,3,2,1,4,1,1,1,6,6,4,6,6,6,NA,6,5,5,6,5,2,2,2.6,2.333333,NA
104460,38,Female,United States,4,3,NA,5,5,3,4,5,3,2,4,3,3,7,5,6,5,6,8,6,6,6,6,6,6,6,6,NA,3,4,2.222222,3.333333,5.8
104473,31,Female,United States,2,2,3,4,4,1,5,4,2,1,1,1,3,7,7,7,7,8,5,2,2,2,4,5,5,6,6,4,2,4,1.8,1.666667,6
104518,42,Female,United States,2,1,4,5,3,1,5,4,1,1,1,1,4,1,9,1,5,4,1,4,6,5,6,6,3,6,6,2,1,6,1.7,2,5.8
104522,52,Female,United States,3,4,4,3,3,3,3,3,2,3,3,2,3,4,6,5,3,9,3,5,5,5,5,5,5,5,5,2,4,4,3.1,2.666667,5
104529,22,Other/would rather not say,United States,3,3,3,5,3,1,4,4,3,2,3,3,5,3,3,7,10,9,3,5,6,5,5,5,6,6,5,2,5,4,2.3,3.666667,6
104559,40,Female,United States,5,4,4,2,3,3,3,4,3,4,5,3,5,0,3,0,5,9,0,5,5,6,4,5,5,5,5,2,4,4,3.5,4.333333,NA
104569,63,Female,United States,3,2,3,5,5,2,5,5,3,2,2,2,2,0,1,1,9,0,1,2,2,2,5,5,6,6,6,2,5,2,1.9,2,5
104585,21,Female,United States,4,3,4,3,2,3,3,4,4,3,3,2,5,1,3,3,3,8,4,5,6,5,6,6,6,6,5,1,1,2,3.3,3.333333,5.8
104642,39,Female,United States,4,3,4,5,4,3,4,3,4,2,4,3,3,5,8,8,10,10,9,4,6,5,6,6,6,6,6,6,6,4,2.8,3.333333,6
104679,29,Female,United States,4,4,4,2,2,2,2,1,3,2,4,3,3,7,6,6,7,2,7,3,4,4,5,5,4,4,5,3,4,4,3.6,3.333333,3.6
104693,45,Female,United States,3,2,2,4,5,3,5,5,1,3,2,1,2,4,8,4,4,5,8,6,6,6,6,6,6,6,6,1,4,5,1.9,1.666667,NA
104697,50,Male,United States,1,3,3,3,3,1,1,2,1,3,5,4,4,0,NA,NA,NA,NA,NA,5,5,5,5,5,4,6,6,4,4,3,2.7,4.333333,4.6
104702,49,Female,United States,2,3,3,4,4,2,4,5,1,1,1,2,3,4,3,7,7,9,6,4,4,4,5,5,5,5,5,2,4,6,1.9,2,5
104712,42,Female,United States,3,3,4,4,3,3,4,3,4,2,3,3,5,3,7,9,7,10,4,6,6,6,6,6,6,5,5,2,4,2,2.9,3.666667,NA
104716,26,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104765,42,Male,United States,3,3,4,3,3,3,3,3,3,2,4,3,4,5,3,7,4,1,10,6,6,6,6,6,NA,NA,NA,NA,NA,NA,3,3.666667,NA
104798,21,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104802,24,Female,United States,3,1,4,5,5,2,5,4,1,1,1,1,1,9,10,8,10,10,9,6,6,6,6,6,1,6,6,2,4,2,1.7,1,5.9
104844,38,Female,United States,3,3,3,4,4,2,3,4,3,3,1,2,3,4,5,6,3,5,2,6,6,6,5,5,5,5,3,4,3,2,2.6,2,5.9
104918,38,Male,United States,3,3,1,4,4,2,4,4,2,2,1,2,1,5,7,7,6,3,5,3,3,4,6,5,5,5,5,2,5,5,2.1,1.333333,4.9
104926,57,Female,United States,4,4,4,3,3,2,3,2,4,4,1,1,1,4,7,4,4,10,8,6,6,6,6,6,5,6,6,4,4,2,3.5,1,5
104942,28,Female,United States,2,2,3,4,1,1,4,3,2,2,2,2,3,5,7,8,6,10,3,4,6,4,4,4,5,5,5,2,3,4,2.4,2.333333,5
104944,42,Female,United States,4,3,4,4,2,3,3,3,3,2,2,2,4,0,6,6,6,8,0,4,6,6,6,6,1,6,6,2,1,3,3.1,2.666667,4.1
104958,21,Female,United States,4,1,4,5,4,1,1,4,1,1,3,3,2,8,4,5,6,8,10,3,6,6,6,6,6,5,6,1,5,3,2.2,2.666667,NA
104967,25,Female,United States,2,1,2,4,4,1,5,4,1,1,3,2,3,5,1,6,6,7,1,3,4,4,6,6,5,5,5,2,4,6,1.5,2.666667,6
105010,59,Female,United States,2,2,3,4,3,2,3,4,2,2,2,3,3,3,8,6,8,7,3,5,5,5,5,5,4,5,5,3,5,5,2.3,2.666667,5
105019,32,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105042,21,Female,United States,5,4,4,3,1,4,2,1,5,3,2,5,5,NA,NA,2,4,5,NA,2,5,5,5,6,4,3,1,4,4,3,4.2,4,4.5
105049,44,Female,United States,2,2,3,4,3,2,4,4,1,2,3,3,4,4,2,4,0,8,2,4,5,4,6,6,5,6,5,2,4,5,2.1,3.333333,4.7
105052,26,Female,United States,4,4,4,3,2,4,2,2,4,4,3,3,5,5,6,6,7,8,3,5,6,6,5,5,4,4,4,2,2,4,3.9,3.666667,NA
105071,41,Female,United States,2,3,3,4,3,2,4,3,2,1,3,1,5,3,7,7,9,5,8,2,3,2,5,5,4,6,5,4,2,4,2.3,3,5.9
105105,66,Female,United States,2,3,3,4,3,2,3,3,1,1,3,1,3,1,8,3,2,4,1,6,6,6,6,6,6,6,6,1,4,4,2.3,2.333333,4.7
105147,34,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105152,21,Female,United States,3,4,5,2,2,5,3,2,2,4,4,2,3,0,4,3,2,8,1,4,6,6,5,6,5,5,6,4,3,2,3.8,3,4.5
105157,38,Male,United States,2,2,2,5,4,2,5,4,3,2,2,2,4,1,7,9,2,9,0,6,6,4,5,5,5,5,5,5,1,3,1.9,2.666667,6
105173,32,Female,United States,3,2,5,4,3,3,4,3,3,2,5,4,4,6,6,6,3,4,4,3,6,2,6,6,6,5,6,2,4,6,2.8,4.333333,6
105187,32,Female,United States,3,2,4,3,3,2,3,4,3,3,3,3,3,NA,NA,NA,1,5,NA,6,6,6,6,6,4,3,4,5,1,4,2.8,3,5.9
105188,53,Female,United States,4,3,4,4,3,3,2,2,3,3,3,1,3,6,6,6,8,10,4,6,6,NA,NA,6,5,6,6,2,5,2,3.3,2.333333,5.1
105189,37,Female,United States,3,4,3,3,4,2,3,4,3,2,3,2,3,3,5,4,4,6,2,5,6,5,5,6,5,4,4,2,2,4,2.7,2.666667,NA
105194,57,Female,United States,4,2,5,4,2,1,4,2,3,1,2,3,3,0,5,4,1,7,1,5,5,6,6,6,5,6,6,1,2,2,2.8,2.666667,6
105209,62,Female,United States,2,3,3,4,4,3,4,4,2,2,2,3,3,9,9,8,8,8,9,5,5,5,5,5,4,5,5,3,4,4,2.3,2.666667,4.9
105237,40,Female,United States,2,2,3,4,3,2,5,3,2,2,5,4,4,2,5,5,4,9,3,4,6,4,6,6,6,5,5,3,2,5,2.2,4.333333,5.8
105241,46,Female,United States,2,2,3,5,2,2,4,4,2,2,1,2,1,4,8,7,8,NA,5,5,5,5,5,5,5,5,5,3,5,5,2.2,1.333333,NA
105261,31,Male,United States,4,2,3,4,2,1,4,3,1,1,3,2,4,5,8,8,8,1,2,6,6,6,5,3,3,6,6,6,2,6,2.3,3,1.9
105264,34,Male,United States,5,5,4,3,2,4,2,2,4,4,3,3,5,3,3,2,NA,NA,5,4,4,4,6,6,6,6,6,2,6,4,4.1,3.666667,5.1
105276,34,Female,United States,4,4,4,4,2,3,3,3,4,4,4,4,4,2,3,3,3,6,1,4,6,6,5,5,5,6,6,4,4,4,3.5,4,4.7
105280,43,Female,United States,3,2,5,4,3,3,4,3,2,3,3,4,4,2,4,4,1,6,0,1,4,4,6,6,6,5,5,3,3,3,2.8,3.666667,5.1
105293,48,Female,United States,2,1,3,5,3,1,3,3,3,1,1,1,3,0,5,5,10,5,0,6,6,6,6,6,5,6,6,2,3,5,2.1,1.666667,5.1
105341,40,Female,United States,2,2,3,4,3,2,4,4,2,2,3,3,3,3,6,6,6,7,6,4,5,5,5,5,5,3,4,3,4,5,2.2,3,4.5
105342,52,Male,United States,3,1,4,5,3,1,5,2,1,5,5,3,4,3,5,7,2,8,1,5,6,6,6,6,6,6,6,6,4,6,2.4,4,5
105373,49,Female,United States,2,2,3,5,4,2,2,5,3,2,2,2,3,5,7,8,2,10,5,4,5,5,6,6,5,5,5,4,4,2,2.2,2.333333,5.4
105374,37,Female,United States,2,2,2,4,4,3,4,4,2,2,1,1,2,6,6,6,8,8,6,4,5,5,5,5,5,5,6,1,3,6,2.1,1.333333,4
105382,47,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105395,29,Female,United States,4,4,4,3,3,3,3,3,4,3,4,3,4,7,5,5,8,0,6,2,3,3,4,4,4,4,3,1,4,4,3.4,3.666667,5.6
105430,38,Female,United States,3,3,4,3,4,4,3,3,3,4,2,2,2,5,8,7,9,9,5,6,6,6,5,5,6,6,6,4,5,3,3.2,2,5.8
105451,30,Female,United States,3,3,2,4,3,2,3,2,2,4,3,4,4,1,2,1,NA,3,1,2,4,5,3,4,5,5,5,5,2,1,2.8,3.666667,5.7
105473,42,Female,United States,2,2,4,4,3,3,4,3,3,2,2,2,5,4,6,6,3,7,1,5,6,6,6,6,5,6,6,1,3,4,2.6,3,5.6
105545,25,Male,United States,1,2,2,5,4,2,4,4,3,1,3,1,3,5,7,9,7,0,6,1,4,5,6,5,6,6,6,1,5,6,1.8,2.333333,5.1
105551,47,Male,United States,3,3,2,4,5,5,5,5,3,2,3,2,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,1,1,6,2.3,3.333333,4.5
105599,22,Female,United States,4,4,3,2,3,3,3,2,5,3,3,2,3,2,4,6,1,8,2,4,6,6,6,6,5,5,5,2,3,4,3.6,2.666667,5
105632,29,Male,United States,3,3,3,4,5,3,5,5,2,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA
105636,25,Female,United States,2,2,4,4,3,2,3,4,1,3,1,4,5,3,6,6,8,9,3,4,5,4,4,4,5,4,4,1,1,2,2.4,3.333333,5.5
105669,25,Female,United States,4,3,3,3,2,2,3,3,1,3,2,1,3,6,6,6,5,5,5,4,4,4,4,4,6,6,6,2,5,4,2.9,2,4.5
105676,57,Female,United States,3,3,5,3,3,4,3,3,4,3,4,2,5,2,10,8,7,7,NA,4,5,5,6,6,6,4,4,1,5,4,3.4,3.666667,4.7
105679,58,Female,United States,3,2,2,4,4,2,4,4,3,2,2,2,2,2,3,8,7,7,0,6,6,6,6,6,5,5,5,1,2,2,2.2,2,5.777778
105682,41,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105712,43,Female,United States,5,5,5,2,3,5,2,2,4,4,1,1,3,0,0,0,0,8,0,5,6,5,4,5,6,6,6,3,1,1,4.3,1.666667,5.6
105739,75,Female,United States,1,2,3,5,4,1,5,5,1,1,3,2,2,8,9,9,8,8,5,6,6,6,6,6,5,5,5,4,3,3,1.4,2.333333,4.9
105749,29,Female,United States,4,3,4,2,4,3,3,2,3,4,2,3,2,0,2,1,1,0,0,4,4,4,5,6,3,3,4,2,2,5,3.4,2.333333,4.1
105791,31,Female,United States,3,3,3,5,3,1,3,3,3,1,4,2,5,4,5,4,4,4,3,5,5,5,5,6,4,6,6,2,3,4,2.4,3.666667,5.9
105808,31,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105809,39,Female,United States,3,2,1,4,2,3,3,2,4,1,1,1,2,4,5,3,8,1,10,4,4,3,6,6,6,6,5,1,5,4,2.7,1.333333,4.8
105876,40,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105880,26,Female,United States,3,2,4,2,3,3,3,3,2,4,2,2,3,7,7,6,6,0,7,4,4,4,6,5,5,5,5,2,5,5,3.1,2.333333,NA
105906,34,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105936,61,Female,United States,2,3,3,3,3,3,4,2,3,3,2,3,3,5,7,7,7,7,6,6,6,6,6,6,5,5,5,4,4,1,2.9,2.666667,5.6
105968,27,Female,United States,4,5,NA,2,1,4,3,1,3,5,3,2,3,3,3,6,4,7,NA,5,6,5,5,5,5,5,5,2,2,1,4.222222,2.666667,4.7
